20240917_1900 | w2v_20240911_cbow_mc1_w13_v10 	| euc 	| 0.9489 	|  0.0511 | 0.0196 | 43.17s 
20240917_1900 | w2v_20240911_cbow_mc1_w13_v10 	| cos 	| 0.9794 	|  0.0206 | 0.0196 | 53.45s 
20240917_1900 | w2v_20240911_cbow_mc8_w3_v10 	| euc 	| 0.952 	|  0.048 | 0.0196 | 25.09s 
20240917_1900 | w2v_20240911_cbow_mc8_w3_v10 	| cos 	| 0.9393 	|  0.0607 | 0.0196 | 19.45s 
20240917_1900 | w2v_20240911_cbow_mc5_w13_v10 	| euc 	| 0.9487 	|  0.0513 | 0.0196 | 26.36s 
20240917_1900 | w2v_20240911_cbow_mc5_w13_v10 	| cos 	| 0.9632 	|  0.0368 | 0.0196 | 28.83s 
20240917_1900 | w2v_20240911_cbow_mc1_w21_v50 	| euc 	| 0.9574 	|  0.0426 | 0.0196 | 51.76s 
20240917_1900 | w2v_20240911_cbow_mc1_w21_v50 	| cos 	| 0.9959 	|  0.0041 | 0.0392 | 57.24s 
20240917_1900 | w2v_20240911_cbow_mc3_w8_v50 	| euc 	| 0.9635 	|  0.0365 | 0.0196 | 42.59s 
20240917_1900 | w2v_20240911_cbow_mc3_w8_v50 	| cos 	| 0.9979 	|  0.0021 | 0.4706 | 26.27s 
20240917_1900 | w2v_20240911_cbow_mc1_w44_v50 	| euc 	| 0.9555 	|  0.0445 | 0.0196 | 50.93s 
20240917_1900 | w2v_20240911_cbow_mc1_w44_v50 	| cos 	| 1.0006 	|  -0.0006 | 0.8039 | 60.4s 
20240917_1900 | w2v_20240911_cbow_mc8_w8_v10 	| euc 	| 0.9463 	|  0.0537 | 0.0196 | 32.45s 
20240917_1900 | w2v_20240911_cbow_mc8_w8_v10 	| cos 	| 0.9475 	|  0.0525 | 0.0196 | 24.09s 
20240917_1900 | w2v_20240911_cbow_mc3_w3_v50 	| euc 	| 0.9602 	|  0.0398 | 0.0196 | 22.5s 
20240917_1900 | w2v_20240911_cbow_mc3_w3_v50 	| cos 	| 0.9759 	|  0.0241 | 0.0196 | 28.75s 
20240917_1900 | w2v_20240911_cbow_mc5_w5_v50 	| euc 	| 0.963 	|  0.037 | 0.0196 | 25.22s 
20240917_1900 | w2v_20240911_cbow_mc5_w5_v50 	| cos 	| 0.9994 	|  0.0006 | 0.8824 | 24.98s 
20240917_1900 | w2v_20240911_cbow_mc5_w44_v50 	| euc 	| 0.9524 	|  0.0476 | 0.0196 | 21.62s 
20240917_1900 | w2v_20240911_cbow_mc5_w44_v50 	| cos 	| 0.9942 	|  0.0058 | 0.0392 | 26.08s 
20240917_1900 | w2v_20240911_cbow_mc8_w13_v50 	| euc 	| 0.9604 	|  0.0396 | 0.0196 | 22.48s 
20240917_1900 | w2v_20240911_cbow_mc8_w13_v50 	| cos 	| 0.9928 	|  0.0072 | 0.0392 | 25.4s 
20240917_1900 | w2v_20240911_cbow_mc8_w5_v10 	| euc 	| 0.9491 	|  0.0509 | 0.0196 | 17.93s 
20240917_1900 | w2v_20240911_cbow_mc8_w5_v10 	| cos 	| 0.944 	|  0.056 | 0.0196 | 16.18s 
20240917_1900 | w2v_20240911_cbow_mc1_w13_v5 	| euc 	| 0.9223 	|  0.0777 | 0.0196 | 54.73s 
20240917_1900 | w2v_20240911_cbow_mc1_w13_v5 	| cos 	| 0.9933 	|  0.0067 | 0.0196 | 50.07s 
20240917_1900 | w2v_20240911_cbow_mc5_w8_v50 	| euc 	| 0.9628 	|  0.0372 | 0.0196 | 24.07s 
20240917_1900 | w2v_20240911_cbow_mc5_w8_v50 	| cos 	| 0.9951 	|  0.0049 | 0.1373 | 24.38s 
20240917_1900 | w2v_20240911_cbow_mc8_w21_v10 	| euc 	| 0.942 	|  0.058 | 0.0196 | 20.57s 
20240917_1900 | w2v_20240911_cbow_mc8_w21_v10 	| cos 	| 0.9497 	|  0.0503 | 0.0196 | 15.71s 
20240917_1900 | w2v_20240911_cbow_mc1_w5_v25 	| euc 	| 0.962 	|  0.038 | 0.0196 | 53.86s 
20240917_1900 | w2v_20240911_cbow_mc1_w5_v25 	| cos 	| 0.982 	|  0.018 | 0.0196 | 62.32s 
20240917_1900 | w2v_20240911_cbow_mc5_w44_v10 	| euc 	| 0.9381 	|  0.0619 | 0.0196 | 35.57s 
20240917_1900 | w2v_20240911_cbow_mc5_w44_v10 	| cos 	| 0.9627 	|  0.0373 | 0.0196 | 23.66s 
20240917_1900 | w2v_20240911_cbow_mc1_w21_v5 	| euc 	| 0.9227 	|  0.0773 | 0.0196 | 49.39s 
20240917_1900 | w2v_20240911_cbow_mc1_w21_v5 	| cos 	| 0.9937 	|  0.0063 | 0.0196 | 56.84s 
20240917_1900 | w2v_20240911_cbow_mc3_w3_v10 	| euc 	| 0.9529 	|  0.0471 | 0.0196 | 42.32s 
20240917_1900 | w2v_20240911_cbow_mc3_w3_v10 	| cos 	| 0.9481 	|  0.0519 | 0.0196 | 41.2s 
20240917_1900 | w2v_20240911_cbow_mc5_w5_v10 	| euc 	| 0.9504 	|  0.0496 | 0.0196 | 48.93s 
20240917_1900 | w2v_20240911_cbow_mc5_w5_v10 	| cos 	| 0.9504 	|  0.0496 | 0.0196 | 29.68s 
20240917_1900 | w2v_20240911_cbow_mc1_w44_v10 	| euc 	| 0.9413 	|  0.0587 | 0.0196 | 57.99s 
20240917_1900 | w2v_20240911_cbow_mc1_w44_v10 	| cos 	| 0.9817 	|  0.0183 | 0.0196 | 65.63s 
20240917_1900 | w2v_20240911_cbow_mc8_w8_v50 	| euc 	| 0.9637 	|  0.0363 | 0.0196 | 36.52s 
20240917_1900 | w2v_20240911_cbow_mc8_w8_v50 	| cos 	| 0.9991 	|  0.0009 | 0.7255 | 22.88s 
20240917_1900 | w2v_20240911_cbow_mc3_w44_v25 	| euc 	| 0.9552 	|  0.0448 | 0.0196 | 44.15s 
20240917_1900 | w2v_20240911_cbow_mc3_w44_v25 	| cos 	| 0.9951 	|  0.0049 | 0.0588 | 40.01s 
20240917_1900 | w2v_20240911_cbow_mc1_w8_v25 	| euc 	| 0.9612 	|  0.0388 | 0.0196 | 73.82s 
20240917_1900 | w2v_20240911_cbow_mc1_w8_v25 	| cos 	| 0.9855 	|  0.0145 | 0.0196 | 71.35s 
20240917_1900 | w2v_20240911_cbow_mc3_w44_v5 	| euc 	| 0.9231 	|  0.0769 | 0.0196 | 43.9s 
20240917_1900 | w2v_20240911_cbow_mc3_w44_v5 	| cos 	| 0.9873 	|  0.0127 | 0.0196 | 32.03s 
20240917_1900 | w2v_20240911_cbow_mc8_w21_v50 	| euc 	| 0.9573 	|  0.0427 | 0.0196 | 26.13s 
20240917_1900 | w2v_20240911_cbow_mc8_w21_v50 	| cos 	| 0.9899 	|  0.0101 | 0.0196 | 28.51s 
20240917_1900 | w2v_20240911_cbow_mc5_w8_v10 	| euc 	| 0.9479 	|  0.0521 | 0.0196 | 29.01s 
20240917_1900 | w2v_20240911_cbow_mc5_w8_v10 	| cos 	| 0.9583 	|  0.0417 | 0.0196 | 30.03s 
20240917_1900 | w2v_20240911_cbow_mc8_w13_v10 	| euc 	| 0.9436 	|  0.0564 | 0.0196 | 21.28s 
20240917_1900 | w2v_20240911_cbow_mc8_w13_v10 	| cos 	| 0.9493 	|  0.0507 | 0.0196 | 18.67s 
20240917_1900 | w2v_20240911_cbow_mc8_w5_v50 	| euc 	| 0.9653 	|  0.0347 | 0.0196 | 18.18s 
20240917_1900 | w2v_20240911_cbow_mc8_w5_v50 	| cos 	| 0.9975 	|  0.0025 | 0.7059 | 19.25s 
20240917_1900 | w2v_20240911_cbow_mc5_w3_v10 	| euc 	| 0.9535 	|  0.0465 | 0.0196 | 20.43s 
20240917_1900 | w2v_20240911_cbow_mc5_w3_v10 	| cos 	| 0.947 	|  0.053 | 0.0196 | 27.88s 
20240917_1900 | w2v_20240911_cbow_mc8_w3_v5 	| euc 	| 0.922 	|  0.078 | 0.0196 | 20.89s 
20240917_1900 | w2v_20240911_cbow_mc8_w3_v5 	| cos 	| 0.9763 	|  0.0237 | 0.0196 | 18.18s 
20240917_1900 | w2v_20240911_cbow_mc3_w5_v10 	| euc 	| 0.9508 	|  0.0492 | 0.0196 | 31.64s 
20240917_1900 | w2v_20240911_cbow_mc3_w5_v10 	| cos 	| 0.961 	|  0.039 | 0.0196 | 30.71s 
20240917_1900 | w2v_20240911_cbow_mc1_w8_v5 	| euc 	| 0.9236 	|  0.0764 | 0.0196 | 56.56s 
20240917_1900 | w2v_20240911_cbow_mc1_w8_v5 	| cos 	| 0.9912 	|  0.0088 | 0.0196 | 59.97s 
20240917_1900 | w2v_20240911_cbow_mc8_w44_v50 	| euc 	| 0.9522 	|  0.0478 | 0.0196 | 35.29s 
20240917_1900 | w2v_20240911_cbow_mc8_w44_v50 	| cos 	| 0.9882 	|  0.0118 | 0.0196 | 21.45s 
20240917_1900 | w2v_20240911_cbow_mc1_w3_v25 	| euc 	| 0.9646 	|  0.0354 | 0.0196 | 62.25s 
20240917_1900 | w2v_20240911_cbow_mc1_w3_v25 	| cos 	| 0.9763 	|  0.0237 | 0.0196 | 63.88s 
20240917_1900 | w2v_20240911_cbow_mc3_w21_v25 	| euc 	| 0.9551 	|  0.0449 | 0.0196 | 39.81s 
20240917_1900 | w2v_20240911_cbow_mc3_w21_v25 	| cos 	| 0.9973 	|  0.0027 | 0.1765 | 33.32s 
20240917_1900 | w2v_20240911_cbow_mc5_w13_v50 	| euc 	| 0.9608 	|  0.0392 | 0.0196 | 25.01s 
20240917_1900 | w2v_20240911_cbow_mc5_w13_v50 	| cos 	| 0.9955 	|  0.0045 | 0.1176 | 23.68s 
20240917_1900 | w2v_20240911_cbow_mc1_w3_v5 	| euc 	| 0.9278 	|  0.0722 | 0.0196 | 51.58s 
20240917_1900 | w2v_20240911_cbow_mc1_w3_v5 	| cos 	| 0.9847 	|  0.0153 | 0.0196 | 60.39s 
20240917_1900 | w2v_20240911_cbow_mc3_w8_v10 	| euc 	| 0.9487 	|  0.0513 | 0.0196 | 37.63s 
20240917_1900 | w2v_20240911_cbow_mc3_w8_v10 	| cos 	| 0.9638 	|  0.0362 | 0.0196 | 31.39s 
20240917_1900 | w2v_20240911_cbow_mc1_w21_v10 	| euc 	| 0.9488 	|  0.0512 | 0.0196 | 56.29s 
20240917_1900 | w2v_20240911_cbow_mc1_w21_v10 	| cos 	| 0.981 	|  0.019 | 0.0196 | 55.95s 
20240917_1900 | w2v_20240911_cbow_mc8_w3_v50 	| euc 	| 0.9606 	|  0.0394 | 0.0196 | 33.67s 
20240917_1900 | w2v_20240911_cbow_mc8_w3_v50 	| cos 	| 0.9783 	|  0.0217 | 0.0196 | 19.31s 
20240917_1900 | w2v_20240911_cbow_mc8_w8_v5 	| euc 	| 0.9183 	|  0.0817 | 0.0196 | 23.88s 
20240917_1900 | w2v_20240911_cbow_mc8_w8_v5 	| cos 	| 0.9788 	|  0.0212 | 0.0196 | 18.89s 
20240917_1900 | w2v_20240911_cbow_mc5_w21_v10 	| euc 	| 0.9463 	|  0.0537 | 0.0196 | 22.94s 
20240917_1900 | w2v_20240911_cbow_mc5_w21_v10 	| cos 	| 0.9646 	|  0.0354 | 0.0196 | 28.59s 
20240917_1900 | w2v_20240911_cbow_mc1_w13_v50 	| euc 	| 0.9605 	|  0.0395 | 0.0196 | 46.16s 
20240917_1900 | w2v_20240911_cbow_mc1_w13_v50 	| cos 	| 0.9996 	|  0.0004 | 0.8431 | 57.71s 
20240917_1900 | w2v_20240911_cbow_mc5_w44_v5 	| euc 	| 0.9177 	|  0.0823 | 0.0196 | 33.62s 
20240917_1900 | w2v_20240911_cbow_mc5_w44_v5 	| cos 	| 0.9798 	|  0.0202 | 0.0196 | 26.94s 
20240917_1900 | w2v_20240911_cbow_mc8_w13_v5 	| euc 	| 0.9159 	|  0.0841 | 0.0196 | 19.63s 
20240917_1900 | w2v_20240911_cbow_mc8_w13_v5 	| cos 	| 0.9816 	|  0.0184 | 0.0196 | 19.38s 
20240917_1900 | w2v_20240911_cbow_mc1_w5_v10 	| euc 	| 0.9536 	|  0.0464 | 0.0196 | 54.8s 
20240917_1900 | w2v_20240911_cbow_mc1_w5_v10 	| cos 	| 0.9749 	|  0.0251 | 0.0196 | 61.67s 
20240917_1900 | w2v_20240911_cbow_mc5_w21_v5 	| euc 	| 0.9187 	|  0.0813 | 0.0196 | 36.28s 
20240917_1900 | w2v_20240911_cbow_mc5_w21_v5 	| cos 	| 0.9838 	|  0.0162 | 0.0196 | 24.72s 
20240917_1900 | w2v_20240911_cbow_mc5_w44_v25 	| euc 	| 0.9513 	|  0.0487 | 0.0196 | 21.02s 
20240917_1900 | w2v_20240911_cbow_mc5_w44_v25 	| cos 	| 0.9958 	|  0.0042 | 0.098 | 28.17s 
20240917_1900 | w2v_20240911_cbow_mc3_w3_v25 	| euc 	| 0.965 	|  0.035 | 0.0196 | 30.87s 
20240917_1900 | w2v_20240911_cbow_mc3_w3_v25 	| cos 	| 0.9782 	|  0.0218 | 0.0196 | 30.31s 
20240917_1900 | w2v_20240911_cbow_mc5_w5_v25 	| euc 	| 0.965 	|  0.035 | 0.0196 | 28.48s 
20240917_1900 | w2v_20240911_cbow_mc5_w5_v25 	| cos 	| 0.9949 	|  0.0051 | 0.1961 | 24.85s 
20240917_1900 | w2v_20240911_cbow_mc1_w44_v25 	| euc 	| 0.9535 	|  0.0465 | 0.0196 | 57.31s 
20240917_1900 | w2v_20240911_cbow_mc1_w44_v25 	| cos 	| 0.9993 	|  0.0007 | 0.7647 | 65.11s 
20240917_1900 | w2v_20240911_cbow_mc3_w44_v10 	| euc 	| 0.9417 	|  0.0583 | 0.0196 | 43.43s 
20240917_1900 | w2v_20240911_cbow_mc3_w44_v10 	| cos 	| 0.9703 	|  0.0297 | 0.0196 | 30.82s 
20240917_1900 | w2v_20240911_cbow_mc1_w8_v10 	| euc 	| 0.9512 	|  0.0488 | 0.0196 | 53.87s 
20240917_1900 | w2v_20240911_cbow_mc1_w8_v10 	| cos 	| 0.9779 	|  0.0221 | 0.0196 | 63.57s 
20240917_1900 | w2v_20240911_cbow_mc5_w8_v25 	| euc 	| 0.9614 	|  0.0386 | 0.0196 | 29.32s 
20240917_1900 | w2v_20240911_cbow_mc5_w8_v25 	| cos 	| 1.0014 	|  -0.0014 | 0.6863 | 27.57s 
20240917_1900 | w2v_20240911_cbow_mc8_w13_v25 	| euc 	| 0.9586 	|  0.0414 | 0.0196 | 21.88s 
20240917_1900 | w2v_20240911_cbow_mc8_w13_v25 	| cos 	| 0.9938 	|  0.0062 | 0.0588 | 17.69s 
20240917_1900 | w2v_20240911_cbow_mc5_w5_v5 	| euc 	| 0.9228 	|  0.0772 | 0.0196 | 30.73s 
20240917_1900 | w2v_20240911_cbow_mc5_w5_v5 	| cos 	| 0.9795 	|  0.0205 | 0.0196 | 28.17s 
20240917_1900 | w2v_20240911_cbow_mc3_w8_v5 	| euc 	| 0.9233 	|  0.0767 | 0.0196 | 31.05s 
20240917_1900 | w2v_20240911_cbow_mc3_w8_v5 	| cos 	| 0.985 	|  0.015 | 0.0196 | 23.56s 
20240917_1900 | w2v_20240911_cbow_mc5_w3_v25 	| euc 	| 0.9668 	|  0.0332 | 0.0196 | 23.73s 
20240917_1900 | w2v_20240911_cbow_mc5_w3_v25 	| cos 	| 0.9843 	|  0.0157 | 0.0196 | 25.09s 
20240917_1900 | w2v_20240911_cbow_mc3_w5_v25 	| euc 	| 0.9647 	|  0.0353 | 0.0196 | 29.7s 
20240917_1900 | w2v_20240911_cbow_mc3_w5_v25 	| cos 	| 0.9918 	|  0.0082 | 0.0196 | 28.7s 
20240917_1900 | w2v_20240911_cbow_mc3_w13_v50 	| euc 	| 0.9592 	|  0.0408 | 0.0196 | 31.28s 
20240917_1900 | w2v_20240911_cbow_mc3_w13_v50 	| cos 	| 0.995 	|  0.005 | 0.0392 | 34.04s 
20240917_1900 | w2v_20240911_cbow_mc3_w21_v10 	| euc 	| 0.946 	|  0.054 | 0.0196 | 32.34s 
20240917_1900 | w2v_20240911_cbow_mc3_w21_v10 	| cos 	| 0.9714 	|  0.0286 | 0.0196 | 29.39s 
20240917_1900 | w2v_20240911_cbow_mc1_w3_v10 	| euc 	| 0.9562 	|  0.0438 | 0.0196 | 54.66s 
20240917_1900 | w2v_20240911_cbow_mc1_w3_v10 	| cos 	| 0.9638 	|  0.0362 | 0.0196 | 58.2s 
20240917_1900 | w2v_20240911_cbow_mc3_w21_v5 	| euc 	| 0.9215 	|  0.0785 | 0.0196 | 36.55s 
20240917_1900 | w2v_20240911_cbow_mc3_w21_v5 	| cos 	| 0.9884 	|  0.0116 | 0.0196 | 34.6s 
20240917_1900 | w2v_20240911_cbow_mc1_w44_v5 	| euc 	| 0.9243 	|  0.0757 | 0.0196 | 53.09s 
20240917_1900 | w2v_20240911_cbow_mc1_w44_v5 	| cos 	| 0.9972 	|  0.0028 | 0.0784 | 57.91s 
20240917_1900 | w2v_20240911_cbow_mc3_w8_v25 	| euc 	| 0.9624 	|  0.0376 | 0.0196 | 33.82s 
20240917_1900 | w2v_20240911_cbow_mc3_w8_v25 	| cos 	| 0.9921 	|  0.0079 | 0.0196 | 25.89s 
20240917_1900 | w2v_20240911_cbow_mc1_w21_v25 	| euc 	| 0.9569 	|  0.0431 | 0.0196 | 51.01s 
20240917_1900 | w2v_20240911_cbow_mc1_w21_v25 	| cos 	| 0.9965 	|  0.0035 | 0.098 | 58.89s 
20240917_1900 | w2v_20240911_cbow_mc3_w3_v5 	| euc 	| 0.9252 	|  0.0748 | 0.0196 | 38.58s 
20240917_1900 | w2v_20240911_cbow_mc3_w3_v5 	| cos 	| 0.9764 	|  0.0236 | 0.0196 | 26.1s 
20240917_1900 | w2v_20240911_cbow_mc5_w21_v25 	| euc 	| 0.9571 	|  0.0429 | 0.0196 | 20.47s 
20240917_1900 | w2v_20240911_cbow_mc5_w21_v25 	| cos 	| 0.9997 	|  0.0003 | 0.9608 | 27.26s 
20240917_1900 | w2v_20240911_cbow_mc3_w21_v50 	| euc 	| 0.9581 	|  0.0419 | 0.0196 | 34.67s 
20240917_1900 | w2v_20240911_cbow_mc3_w21_v50 	| cos 	| 0.9953 	|  0.0047 | 0.0392 | 32.76s 
20240917_1900 | w2v_20240911_cbow_mc1_w3_v50 	| euc 	| 0.959 	|  0.041 | 0.0196 | 50.34s 
20240917_1900 | w2v_20240911_cbow_mc1_w3_v50 	| cos 	| 0.9783 	|  0.0217 | 0.0196 | 62.37s 
20240917_1900 | w2v_20240911_cbow_mc8_w44_v25 	| euc 	| 0.9527 	|  0.0473 | 0.0196 | 25.71s 
20240917_1900 | w2v_20240911_cbow_mc8_w44_v25 	| cos 	| 0.991 	|  0.009 | 0.0392 | 19.49s 
20240917_1900 | w2v_20240911_cbow_mc3_w13_v10 	| euc 	| 0.9494 	|  0.0506 | 0.0196 | 24.96s 
20240917_1900 | w2v_20240911_cbow_mc3_w13_v10 	| cos 	| 0.9699 	|  0.0301 | 0.0196 | 41.83s 
20240917_1900 | w2v_20240911_cbow_mc3_w13_v5 	| euc 	| 0.9213 	|  0.0787 | 0.0196 | 39.71s 
20240917_1900 | w2v_20240911_cbow_mc3_w13_v5 	| cos 	| 0.989 	|  0.011 | 0.0196 | 33.31s 
20240917_1900 | w2v_20240911_cbow_mc3_w5_v5 	| euc 	| 0.9222 	|  0.0778 | 0.0196 | 32.05s 
20240917_1900 | w2v_20240911_cbow_mc3_w5_v5 	| cos 	| 0.9865 	|  0.0135 | 0.0196 | 32.88s 
20240917_1900 | w2v_20240911_cbow_mc1_w13_v25 	| euc 	| 0.9584 	|  0.0416 | 0.0196 | 48.95s 
20240917_1900 | w2v_20240911_cbow_mc1_w13_v25 	| cos 	| 0.9887 	|  0.0113 | 0.0196 | 57.97s 
20240917_1900 | w2v_20240911_cbow_mc8_w3_v25 	| euc 	| 0.9676 	|  0.0324 | 0.0196 | 29.84s 
20240917_1900 | w2v_20240911_cbow_mc8_w3_v25 	| cos 	| 0.9844 	|  0.0156 | 0.0196 | 19.03s 
20240917_1900 | w2v_20240911_cbow_mc5_w13_v25 	| euc 	| 0.9583 	|  0.0417 | 0.0196 | 20.92s 
20240917_1900 | w2v_20240911_cbow_mc5_w13_v25 	| cos 	| 0.9886 	|  0.0114 | 0.0196 | 27.13s 
20240917_1900 | w2v_20240911_cbow_mc8_w8_v25 	| euc 	| 0.9599 	|  0.0401 | 0.0196 | 20.01s 
20240917_1900 | w2v_20240911_cbow_mc8_w8_v25 	| cos 	| 0.993 	|  0.007 | 0.0392 | 22.99s 
